03/06/2018 analyzed on 07/10/18 frac.diff. = (measured-ideal)/ideal * 1e15
MJD	Al vs Yb frac.diff. from(2.1628871275166585754)	Sr vs Yb frac.diff. from(1.2075070393433381221)	Al/Sr vs Yb frac.diff. from(2.6117014317814574243)	
58183.29252344	NaN	NaN	NaN
58183.29253539	NaN	NaN	NaN
58183.29254732	NaN	NaN	NaN
58183.29255926	NaN	NaN	NaN
58183.29257119	NaN	NaN	NaN
58183.29258312	NaN	NaN	NaN
58183.29259508	NaN	NaN	NaN
58183.29260701	NaN	NaN	NaN
58183.29261894	NaN	NaN	NaN
58183.29263088	NaN	NaN	NaN
58183.29264282	NaN	NaN	NaN
58183.29265475	NaN	NaN	NaN
58183.29266670	NaN	NaN	NaN
58183.29267863	NaN	NaN	NaN
58183.29269056	NaN	NaN	NaN
58183.29270250	NaN	NaN	NaN
58183.29271443	NaN	NaN	NaN
58183.29272636	NaN	NaN	NaN
58183.29273830	NaN	NaN	NaN
58183.29275024	NaN	NaN	NaN
58183.29276217	NaN	NaN	NaN
58183.29277412	NaN	NaN	NaN
58183.29278606	NaN	NaN	NaN
58183.29279801	NaN	NaN	NaN
58183.29280995	NaN	NaN	NaN
58183.29282188	NaN	NaN	NaN
58183.29283382	NaN	NaN	NaN
58183.29284576	NaN	NaN	NaN
58183.29285770	NaN	NaN	NaN
58183.29286963	NaN	NaN	NaN
58183.29288156	NaN	NaN	NaN
58183.29289351	NaN	NaN	NaN
58183.29290546	NaN	NaN	NaN
58183.29291741	NaN	NaN	NaN
58183.29292934	NaN	NaN	NaN
58183.29294126	NaN	NaN	NaN
58183.29295319	NaN	NaN	NaN
58183.29296514	NaN	NaN	NaN
58183.29297706	NaN	NaN	NaN
58183.29298900	NaN	NaN	NaN
58183.29300093	NaN	NaN	NaN
58183.29301288	NaN	NaN	NaN
58183.29302481	NaN	NaN	NaN
58183.29303675	NaN	NaN	NaN
58183.29304867	NaN	NaN	NaN
58183.29306061	NaN	NaN	NaN
58183.29307257	NaN	NaN	NaN
58183.29308450	NaN	NaN	NaN
58183.29309644	NaN	NaN	NaN
58183.29310837	NaN	NaN	NaN
58183.29312031	NaN	NaN	NaN
58183.29313225	NaN	NaN	NaN
58183.29314419	NaN	NaN	NaN
58183.29315612	NaN	NaN	NaN
58183.29316807	NaN	NaN	NaN
58183.29318002	NaN	NaN	NaN
58183.29319197	NaN	NaN	NaN
58183.29320389	NaN	NaN	NaN
58183.29321585	NaN	NaN	NaN
58183.29322778	NaN	NaN	NaN
58183.29323972	NaN	NaN	NaN
58183.29325165	NaN	NaN	NaN
58183.29326359	NaN	NaN	NaN
58183.29327552	NaN	NaN	NaN
58183.29328746	NaN	NaN	NaN
58183.29329939	NaN	NaN	NaN
58183.29331134	NaN	NaN	NaN
58183.29332329	NaN	NaN	NaN
58183.29333521	NaN	NaN	NaN
58183.29334715	NaN	NaN	NaN
58183.29335908	NaN	NaN	NaN
58183.29337102	NaN	NaN	NaN
58183.29338296	NaN	NaN	NaN
58183.29339491	NaN	NaN	NaN
58183.29340686	NaN	NaN	NaN
58183.29341881	NaN	NaN	NaN
58183.29343075	NaN	NaN	NaN
58183.29344270	NaN	NaN	NaN
58183.29345462	NaN	NaN	NaN
58183.29346655	NaN	NaN	NaN
58183.29347850	NaN	NaN	NaN
58183.29349043	NaN	NaN	NaN
58183.29350235	NaN	NaN	NaN
58183.29351428	NaN	NaN	NaN
58183.29352624	NaN	NaN	NaN
58183.29353819	NaN	NaN	NaN
58183.29355013	NaN	NaN	NaN
58183.29356206	NaN	NaN	NaN
58183.29357399	NaN	NaN	NaN
58183.29358593	NaN	NaN	NaN
58183.29359786	NaN	NaN	NaN
58183.29360980	NaN	NaN	NaN
58183.29362175	NaN	NaN	NaN
58183.29363368	NaN	NaN	NaN
58183.29364561	NaN	NaN	NaN
58183.29365756	NaN	NaN	NaN
58183.29366948	NaN	NaN	NaN
58183.29368143	NaN	NaN	NaN
58183.29369336	NaN	NaN	NaN
58183.29370529	NaN	NaN	NaN
58183.29371724	NaN	NaN	NaN
58183.29372917	NaN	NaN	NaN
58183.29374110	NaN	NaN	NaN
58183.29375303	NaN	NaN	NaN
58183.29376498	NaN	NaN	NaN
58183.29377691	NaN	NaN	NaN
58183.29378886	NaN	NaN	NaN
58183.29380079	NaN	NaN	NaN
58183.29381273	NaN	NaN	NaN
58183.29382468	NaN	NaN	NaN
58183.29383661	NaN	NaN	NaN
58183.29384854	NaN	NaN	NaN
58183.29386048	NaN	NaN	NaN
58183.29387242	NaN	NaN	NaN
58183.29388435	NaN	NaN	NaN
58183.29389629	NaN	NaN	NaN
58183.29390822	NaN	NaN	NaN
58183.29392017	NaN	NaN	NaN
58183.29393210	NaN	NaN	NaN
58183.29394403	NaN	NaN	NaN
58183.29395598	NaN	NaN	NaN
58183.29396792	NaN	NaN	NaN
58183.29397985	NaN	NaN	NaN
58183.29399179	NaN	NaN	NaN
58183.29400372	NaN	NaN	NaN
58183.29401566	NaN	NaN	NaN
58183.29402760	NaN	NaN	NaN
58183.29403953	NaN	NaN	NaN
58183.29405146	NaN	NaN	NaN
58183.29406342	NaN	NaN	NaN
58183.29407536	NaN	NaN	NaN
58183.29408731	NaN	NaN	NaN
58183.29409926	NaN	NaN	NaN
58183.29411120	NaN	NaN	NaN
58183.29412313	NaN	NaN	NaN
58183.29413506	NaN	NaN	NaN
58183.29414700	NaN	NaN	NaN
58183.29415895	NaN	NaN	NaN
58183.29417088	NaN	NaN	NaN
58183.29418283	NaN	NaN	NaN
58183.29419475	NaN	NaN	NaN
58183.29420668	NaN	NaN	NaN
58183.29421862	NaN	NaN	NaN
58183.29423055	NaN	NaN	NaN
58183.29424249	NaN	NaN	NaN
58183.29425443	NaN	NaN	NaN
58183.29426636	NaN	NaN	NaN
58183.29427830	NaN	NaN	NaN
58183.29429025	NaN	NaN	NaN
58183.29430219	NaN	NaN	NaN
58183.29431413	NaN	NaN	NaN
58183.29432607	NaN	NaN	NaN
58183.29433799	NaN	NaN	NaN
58183.29434991	NaN	NaN	NaN
58183.29436185	NaN	NaN	NaN
58183.29437378	NaN	NaN	NaN
58183.29438571	NaN	NaN	NaN
58183.29439769	NaN	NaN	NaN
58183.29440965	NaN	NaN	NaN
58183.29442159	NaN	NaN	NaN
58183.29443354	NaN	NaN	NaN
58183.29444548	NaN	NaN	NaN
58183.29445741	NaN	NaN	NaN
58183.29446935	NaN	NaN	NaN
58183.29448128	NaN	NaN	NaN
58183.29449324	NaN	NaN	NaN
58183.29450517	NaN	NaN	NaN
58183.29451711	NaN	NaN	NaN
58183.29452907	NaN	NaN	NaN
58183.29454101	NaN	NaN	NaN
58183.29455295	NaN	NaN	NaN
58183.29456488	NaN	NaN	NaN
58183.29457682	NaN	NaN	NaN
58183.29458876	NaN	NaN	NaN
58183.29460070	NaN	NaN	NaN
58183.29461264	NaN	NaN	NaN
58183.29462459	NaN	NaN	NaN
58183.29463655	NaN	NaN	NaN
58183.29464848	NaN	NaN	NaN
58183.29466043	NaN	NaN	NaN
58183.29467237	NaN	NaN	NaN
58183.29468430	NaN	NaN	NaN
58183.29469624	NaN	NaN	NaN
58183.29470818	NaN	NaN	NaN
58183.29472014	NaN	NaN	NaN
58183.29473206	NaN	NaN	NaN
58183.29474401	NaN	NaN	NaN
58183.29475596	NaN	NaN	NaN
58183.29476790	NaN	NaN	NaN
58183.29477985	NaN	NaN	NaN
58183.29479178	NaN	NaN	NaN
58183.29480370	NaN	NaN	NaN
58183.29481563	NaN	NaN	NaN
58183.29482758	NaN	NaN	NaN
58183.29483954	NaN	NaN	NaN
58183.29485147	NaN	NaN	NaN
58183.29486340	NaN	NaN	NaN
58183.29487535	NaN	NaN	NaN
58183.29488728	NaN	NaN	NaN
58183.29489921	NaN	NaN	NaN
58183.29491116	NaN	NaN	NaN
58183.29492311	NaN	NaN	NaN
58183.29493505	NaN	NaN	NaN
58183.29494698	NaN	NaN	NaN
58183.29495891	NaN	NaN	NaN
58183.29497087	NaN	NaN	NaN
58183.29498280	NaN	NaN	NaN
58183.29499473	NaN	NaN	NaN
58183.29500667	NaN	NaN	NaN
58183.29501861	NaN	NaN	NaN
58183.29503054	NaN	NaN	NaN
58183.29504248	NaN	NaN	NaN
58183.29505441	NaN	NaN	NaN
58183.29506635	NaN	NaN	NaN
58183.29507829	NaN	NaN	NaN
58183.29509023	NaN	NaN	NaN
58183.29510219	NaN	NaN	NaN
58183.29511414	NaN	NaN	NaN
58183.29512608	NaN	NaN	NaN
58183.29513801	NaN	NaN	NaN
58183.29514995	NaN	NaN	NaN
58183.29516189	NaN	NaN	NaN
58183.29517382	NaN	NaN	NaN
58183.29518575	NaN	NaN	NaN
58183.29519770	NaN	NaN	NaN
58183.29520963	NaN	NaN	NaN
58183.29522156	NaN	NaN	NaN
58183.29523350	NaN	NaN	NaN
58183.29524543	NaN	NaN	NaN
58183.29525737	NaN	NaN	NaN
58183.29526932	NaN	NaN	NaN
58183.29528125	NaN	NaN	NaN
58183.29529320	NaN	NaN	NaN
58183.29530513	NaN	NaN	NaN
58183.29531707	NaN	NaN	NaN
58183.29532902	NaN	NaN	NaN
58183.29534095	NaN	NaN	NaN
58183.29535288	NaN	NaN	NaN
58183.29536483	NaN	NaN	NaN
58183.29537676	NaN	NaN	NaN
58183.29538869	NaN	NaN	NaN
58183.29540065	NaN	NaN	NaN
58183.29541258	NaN	NaN	NaN
58183.29542452	NaN	NaN	NaN
58183.29543645	NaN	NaN	NaN
58183.29544839	NaN	NaN	NaN
58183.29546033	NaN	NaN	NaN
58183.29547227	NaN	NaN	NaN
58183.29548420	NaN	NaN	NaN
58183.29549613	NaN	NaN	NaN
58183.29550807	NaN	NaN	NaN
58183.29552001	NaN	NaN	NaN
58183.29553194	NaN	NaN	NaN
58183.29554388	NaN	NaN	NaN
58183.29555581	NaN	NaN	NaN
58183.29556776	NaN	NaN	NaN
58183.29557970	NaN	NaN	NaN
58183.29559165	NaN	NaN	NaN
58183.29560358	NaN	NaN	NaN
58183.29561549	NaN	NaN	NaN
58183.29562743	NaN	NaN	NaN
58183.29563937	NaN	NaN	NaN
58183.29565130	NaN	NaN	NaN
58183.29566324	NaN	NaN	NaN
58183.29567520	NaN	NaN	NaN
58183.29568713	NaN	NaN	NaN
58183.29569908	NaN	NaN	NaN
58183.29571101	NaN	NaN	NaN
58183.29572293	NaN	NaN	NaN
58183.29573489	NaN	NaN	NaN
58183.29574683	NaN	NaN	NaN
58183.29575876	NaN	NaN	NaN
58183.29577071	NaN	NaN	NaN
58183.29578264	NaN	NaN	NaN
58183.29579459	NaN	NaN	NaN
58183.29580652	NaN	NaN	NaN
58183.29581848	NaN	NaN	NaN
58183.29583041	NaN	NaN	NaN
58183.29584235	NaN	NaN	NaN
58183.29585430	NaN	NaN	NaN
58183.29586623	NaN	NaN	NaN
58183.29587816	NaN	NaN	NaN
58183.29589010	NaN	NaN	NaN
58183.29590205	NaN	NaN	NaN
58183.29591397	NaN	NaN	NaN
58183.29592593	NaN	NaN	NaN
58183.29593786	NaN	NaN	NaN
58183.29594980	NaN	NaN	NaN
58183.29596174	NaN	NaN	NaN
58183.29597369	NaN	NaN	NaN
58183.29598562	NaN	NaN	NaN
58183.29599755	NaN	NaN	NaN
58183.29600951	NaN	NaN	NaN
58183.29602144	NaN	NaN	NaN
58183.29603340	NaN	NaN	NaN
58183.29604533	NaN	NaN	NaN
58183.29605728	NaN	NaN	NaN
58183.29606922	NaN	NaN	NaN
58183.29608116	NaN	NaN	NaN
58183.29609309	NaN	NaN	NaN
58183.29610502	NaN	NaN	NaN
58183.29611696	NaN	NaN	NaN
58183.29612890	NaN	NaN	NaN
58183.29614083	NaN	NaN	NaN
58183.29615276	NaN	NaN	NaN
58183.29616469	NaN	NaN	NaN
58183.29617664	NaN	NaN	NaN
58183.29618857	NaN	NaN	NaN
58183.29620050	NaN	NaN	NaN
58183.29621244	NaN	NaN	NaN
58183.29622438	NaN	NaN	NaN
58183.29623631	NaN	NaN	NaN
58183.29624825	NaN	NaN	NaN
58183.29626018	NaN	NaN	NaN
58183.29627212	NaN	NaN	NaN
58183.29628406	NaN	NaN	NaN
58183.29629599	NaN	NaN	NaN
58183.29630792	NaN	NaN	NaN
58183.29631986	NaN	NaN	NaN
58183.29633180	NaN	NaN	NaN
58183.29634373	NaN	NaN	NaN
58183.29635567	NaN	NaN	NaN
58183.29636760	NaN	NaN	NaN
58183.29637954	NaN	NaN	NaN
58183.29639148	NaN	NaN	NaN
58183.29640341	NaN	NaN	NaN
58183.29641534	NaN	NaN	NaN
58183.29642727	NaN	NaN	NaN
58183.29643922	NaN	NaN	NaN
58183.29645115	NaN	NaN	NaN
58183.29646309	NaN	NaN	NaN
58183.29647502	NaN	NaN	NaN
58183.29648695	NaN	NaN	NaN
58183.29649890	NaN	NaN	NaN
58183.29651083	NaN	NaN	NaN
58183.29652276	NaN	NaN	NaN
58183.29653469	NaN	NaN	NaN
58183.29654663	NaN	NaN	NaN
58183.29655857	NaN	NaN	NaN
58183.29657051	NaN	NaN	NaN
58183.29658245	NaN	NaN	NaN
58183.29659439	NaN	NaN	NaN
58183.29660633	NaN	NaN	NaN
58183.29661828	NaN	NaN	NaN
58183.29663020	NaN	NaN	NaN
58183.29664213	NaN	NaN	NaN
58183.29665406	NaN	NaN	NaN
58183.29666600	NaN	NaN	NaN
58183.29667794	NaN	NaN	NaN
58183.29668987	NaN	NaN	NaN
58183.29670180	NaN	NaN	NaN
58183.29671374	NaN	NaN	NaN
58183.29672567	NaN	NaN	NaN
58183.29673761	NaN	NaN	NaN
58183.29674955	NaN	NaN	NaN
58183.29676148	NaN	NaN	NaN
58183.29677343	NaN	NaN	NaN
58183.29678537	NaN	NaN	NaN
58183.29679731	NaN	NaN	NaN
58183.29680925	NaN	NaN	NaN
58183.29682118	NaN	NaN	NaN
58183.29683312	NaN	NaN	NaN
58183.29684507	NaN	NaN	NaN
58183.29685700	NaN	NaN	NaN
58183.29686893	NaN	NaN	NaN
58183.29688087	NaN	NaN	NaN
58183.29689281	NaN	NaN	NaN
58183.29690476	NaN	NaN	NaN
58183.29691671	NaN	NaN	NaN
58183.29692864	NaN	NaN	NaN
58183.29694057	NaN	NaN	NaN
58183.29695249	NaN	NaN	NaN
58183.29696442	NaN	NaN	NaN
58183.29697636	NaN	NaN	NaN
58183.29698831	NaN	NaN	NaN
58183.29700024	NaN	NaN	NaN
58183.29701218	NaN	NaN	NaN
58183.29702410	NaN	NaN	NaN
58183.29703605	NaN	NaN	NaN
58183.29704799	NaN	NaN	NaN
58183.29705992	NaN	NaN	NaN
58183.29707185	NaN	NaN	NaN
58183.29708378	NaN	NaN	NaN
58183.29709574	NaN	NaN	NaN
58183.29710767	NaN	NaN	NaN
58183.29711962	NaN	NaN	NaN
58183.29713156	NaN	NaN	NaN
58183.29714350	NaN	NaN	NaN
58183.29715544	NaN	NaN	NaN
58183.29716738	NaN	NaN	NaN
58183.29717934	NaN	NaN	NaN
58183.29719127	NaN	NaN	NaN
58183.29720322	NaN	NaN	NaN
58183.29721514	NaN	NaN	NaN
58183.29722708	NaN	NaN	NaN
58183.29723902	NaN	NaN	NaN
58183.29725095	NaN	NaN	NaN
58183.29726289	NaN	NaN	NaN
58183.29727483	NaN	NaN	NaN
58183.29728678	NaN	NaN	NaN
58183.29729872	NaN	NaN	NaN
58183.29731065	NaN	NaN	NaN
58183.29732261	NaN	NaN	NaN
58183.29733454	NaN	NaN	NaN
58183.29734647	NaN	NaN	NaN
58183.29735842	NaN	NaN	NaN
58183.29737037	NaN	NaN	NaN
58183.29738231	NaN	NaN	NaN
58183.29739424	NaN	NaN	NaN
58183.29740618	NaN	NaN	NaN
58183.29741817	NaN	NaN	NaN
58183.29743009	NaN	NaN	NaN
58183.29744203	NaN	NaN	NaN
58183.29745395	NaN	NaN	NaN
58183.29746588	NaN	NaN	NaN
58183.29747783	NaN	NaN	NaN
58183.29748976	NaN	NaN	NaN
58183.29750170	NaN	NaN	NaN
58183.29751364	NaN	NaN	NaN
58183.29752557	NaN	NaN	NaN
58183.29753750	NaN	NaN	NaN
58183.29754942	NaN	NaN	NaN
58183.29756137	NaN	NaN	NaN
58183.29757330	NaN	NaN	NaN
58183.29758523	NaN	NaN	NaN
58183.29759719	NaN	NaN	NaN
58183.29760912	NaN	NaN	NaN
58183.29762106	NaN	NaN	NaN
58183.29763300	NaN	NaN	NaN
58183.29764495	NaN	NaN	NaN
58183.29765689	NaN	NaN	NaN
58183.29766885	NaN	NaN	NaN
58183.29768078	NaN	NaN	NaN
58183.29769270	NaN	NaN	NaN
58183.29770465	NaN	NaN	NaN
58183.29771658	NaN	NaN	NaN
58183.29772852	NaN	NaN	NaN
58183.29774047	NaN	NaN	NaN
58183.29775239	NaN	NaN	NaN
58183.29776432	NaN	NaN	NaN
58183.29777625	NaN	NaN	NaN
58183.29778820	NaN	NaN	NaN
58183.29780013	NaN	NaN	NaN
58183.29781206	NaN	NaN	NaN
58183.29782400	NaN	NaN	NaN
58183.29783594	NaN	NaN	NaN
58183.29784789	NaN	NaN	NaN
58183.29785984	NaN	NaN	NaN
58183.29787179	NaN	NaN	NaN
58183.29788373	NaN	NaN	NaN
58183.29789568	NaN	NaN	NaN
58183.29790761	NaN	NaN	NaN
58183.29791958	NaN	NaN	NaN
58183.29793153	NaN	NaN	NaN
58183.29794348	NaN	NaN	NaN
58183.29795541	NaN	NaN	NaN
58183.29796736	NaN	NaN	NaN
58183.29797931	NaN	NaN	NaN
58183.29799123	NaN	NaN	NaN
58183.29800319	NaN	NaN	NaN
58183.29801511	NaN	NaN	NaN
58183.29802703	NaN	NaN	NaN
58183.29803896	NaN	NaN	NaN
58183.29805090	NaN	NaN	NaN
58183.29806283	NaN	NaN	NaN
58183.29807479	NaN	NaN	NaN
58183.29808671	NaN	NaN	NaN
58183.29809865	NaN	NaN	NaN
58183.29811061	NaN	NaN	NaN
58183.29812254	NaN	NaN	NaN
58183.29813446	NaN	NaN	NaN
58183.29814640	NaN	NaN	NaN
58183.29815833	NaN	NaN	NaN
58183.29817026	NaN	NaN	NaN
58183.29818219	NaN	NaN	NaN
58183.29819414	NaN	NaN	NaN
58183.29820606	NaN	NaN	NaN
58183.29821802	NaN	NaN	NaN
58183.29822995	NaN	NaN	NaN
58183.29824189	NaN	NaN	NaN
58183.29825383	NaN	NaN	NaN
58183.29826577	NaN	NaN	NaN
58183.29827772	NaN	NaN	NaN
58183.29828971	NaN	NaN	NaN
58183.29830166	NaN	NaN	NaN
58183.29831361	NaN	NaN	NaN
58183.29832555	NaN	NaN	NaN
58183.29833751	NaN	NaN	NaN
58183.29834945	NaN	NaN	NaN
58183.29836140	NaN	NaN	NaN
58183.29837335	NaN	NaN	NaN
58183.29838530	NaN	NaN	NaN
58183.29839724	NaN	NaN	NaN
58183.29840920	NaN	NaN	NaN
58183.29842114	NaN	NaN	NaN
58183.29843309	NaN	NaN	NaN
58183.29844502	NaN	NaN	NaN
58183.29845695	NaN	NaN	NaN
58183.29846889	NaN	NaN	NaN
58183.29848083	NaN	NaN	NaN
58183.29849276	NaN	NaN	NaN
58183.29850470	NaN	NaN	NaN
58183.29851664	NaN	NaN	NaN
58183.29852859	NaN	NaN	NaN
58183.29854054	NaN	NaN	NaN
58183.29855248	NaN	NaN	NaN
58183.29856441	NaN	NaN	NaN
58183.29857633	NaN	NaN	NaN
58183.29858827	NaN	NaN	NaN
58183.29860021	NaN	NaN	NaN
58183.29861214	NaN	NaN	NaN
58183.29862408	NaN	NaN	NaN
58183.29863601	NaN	NaN	NaN
58183.29864793	NaN	NaN	NaN
58183.29865986	NaN	NaN	NaN
58183.29867179	NaN	NaN	NaN
58183.29868373	NaN	NaN	NaN
58183.29869566	NaN	NaN	NaN
58183.29870759	NaN	NaN	NaN
58183.29871952	NaN	NaN	NaN
58183.29873146	NaN	NaN	NaN
58183.29874338	NaN	NaN	NaN
58183.29875531	NaN	NaN	NaN
58183.29876726	NaN	NaN	NaN
58183.29877918	NaN	NaN	NaN
58183.29879111	NaN	NaN	NaN
58183.29880304	NaN	NaN	NaN
58183.29881499	NaN	NaN	NaN
58183.29882692	NaN	NaN	NaN
58183.29883885	NaN	NaN	NaN
58183.29885081	NaN	NaN	NaN
58183.29886275	NaN	NaN	NaN
58183.29887467	NaN	NaN	NaN
58183.29888661	NaN	NaN	NaN
58183.29889855	NaN	NaN	NaN
58183.29891048	NaN	NaN	NaN
58183.29892243	NaN	NaN	NaN
58183.29893436	NaN	NaN	NaN
58183.29894632	NaN	NaN	NaN
58183.29895825	NaN	NaN	NaN
58183.29897018	NaN	NaN	NaN
58183.29898213	NaN	NaN	NaN
58183.29899408	NaN	NaN	NaN
58183.29900602	NaN	NaN	NaN
58183.29901795	NaN	NaN	NaN
58183.29902989	NaN	NaN	NaN
58183.29904181	NaN	NaN	NaN
58183.29905374	NaN	NaN	NaN
58183.29906567	NaN	NaN	NaN
58183.29907761	NaN	NaN	NaN
58183.29908957	NaN	NaN	NaN
58183.29910151	NaN	NaN	NaN
58183.29911344	NaN	NaN	NaN
58183.29912536	NaN	NaN	NaN
58183.29913731	NaN	NaN	NaN
58183.29914924	NaN	NaN	NaN
58183.29916117	NaN	NaN	NaN
58183.29917311	NaN	NaN	NaN
58183.29918503	NaN	NaN	NaN
58183.29919695	NaN	NaN	NaN
58183.29920888	NaN	NaN	NaN
58183.29922083	NaN	NaN	NaN
58183.29923275	NaN	NaN	NaN
58183.29924467	NaN	NaN	NaN
58183.29925660	NaN	NaN	NaN
58183.29926855	NaN	NaN	NaN
58183.29928048	NaN	NaN	NaN
58183.29929244	NaN	NaN	NaN
58183.29930437	NaN	NaN	NaN
58183.29931631	NaN	NaN	NaN
58183.29932827	NaN	NaN	NaN
58183.29934020	NaN	NaN	NaN
58183.29935214	NaN	NaN	NaN
58183.29936407	NaN	NaN	NaN
58183.29937602	NaN	NaN	NaN
58183.29938795	NaN	NaN	NaN
58183.29939988	NaN	NaN	NaN
58183.29941184	NaN	NaN	NaN
58183.29942377	NaN	NaN	NaN
58183.29943570	NaN	NaN	NaN
58183.29944764	NaN	NaN	NaN
58183.29945958	NaN	NaN	NaN
58183.29947152	NaN	NaN	NaN
58183.29948346	NaN	NaN	NaN
58183.29949539	NaN	NaN	NaN
58183.29950732	NaN	NaN	NaN
58183.29951926	NaN	NaN	NaN
58183.29953119	NaN	NaN	NaN
58183.29954315	NaN	NaN	NaN
58183.29955509	NaN	NaN	NaN
58183.29956704	NaN	NaN	NaN
58183.29957897	NaN	NaN	NaN
58183.29959090	NaN	NaN	NaN
58183.29960283	NaN	NaN	NaN
58183.29961476	NaN	NaN	NaN
58183.29962670	NaN	NaN	NaN
58183.29963866	NaN	NaN	NaN
58183.29965058	NaN	NaN	NaN
58183.29966252	NaN	NaN	NaN
58183.29967447	NaN	NaN	NaN
58183.29968640	NaN	NaN	NaN
58183.29969833	NaN	NaN	NaN
58183.29971025	NaN	NaN	NaN
58183.29972217	NaN	NaN	NaN
58183.29973411	NaN	NaN	NaN
58183.29974603	NaN	NaN	NaN
58183.29975797	NaN	NaN	NaN
58183.29976992	NaN	NaN	NaN
58183.29978184	NaN	NaN	NaN
58183.29979377	NaN	NaN	NaN
58183.29980569	NaN	NaN	NaN
58183.29981762	NaN	NaN	NaN
58183.29982955	NaN	NaN	NaN
58183.29984149	NaN	NaN	NaN
58183.29985341	NaN	NaN	NaN
58183.29986537	NaN	NaN	NaN
58183.29987730	NaN	NaN	NaN
58183.29988925	NaN	NaN	NaN
58183.29990118	NaN	NaN	NaN
58183.29991313	NaN	NaN	NaN
58183.29992506	NaN	NaN	NaN
58183.29993700	NaN	NaN	NaN
58183.29994894	NaN	NaN	NaN
58183.29996087	NaN	NaN	NaN
58183.29997281	NaN	NaN	NaN
58183.29998476	NaN	NaN	NaN
58183.29999668	NaN	NaN	NaN
58183.30000861	NaN	NaN	NaN
58183.30002056	NaN	NaN	NaN
58183.30003249	NaN	NaN	NaN
58183.30004445	NaN	NaN	NaN
58183.30005639	NaN	NaN	NaN
58183.30006831	NaN	NaN	NaN
58183.30008026	NaN	NaN	NaN
58183.30009218	NaN	NaN	NaN
58183.30010411	NaN	NaN	NaN
58183.30011604	NaN	NaN	NaN
58183.30012799	NaN	NaN	NaN
58183.30013992	NaN	NaN	NaN
58183.30015185	NaN	NaN	NaN
58183.30016379	NaN	NaN	NaN
58183.30017573	NaN	NaN	NaN
58183.30018769	NaN	NaN	NaN
58183.30019962	NaN	NaN	NaN
58183.30021155	NaN	NaN	NaN
58183.30022351	NaN	NaN	NaN
58183.30023547	NaN	NaN	NaN
58183.30024740	NaN	NaN	NaN
58183.30025934	NaN	NaN	NaN
58183.30027128	NaN	NaN	NaN
58183.30028322	NaN	NaN	NaN
