04/03/2018 analyzed on 07/10/18 frac.diff. = (measured-ideal)/ideal * 1e15
MJD	Al vs Yb frac.diff. from(2.1628871275166585754)	Sr vs Yb frac.diff. from(1.2075070393433381221)	Al/Sr vs Yb frac.diff. from(2.6117014317814574243)	
58211.25605383	NaN	NaN	NaN
58211.25606577	NaN	NaN	NaN
58211.25607773	NaN	NaN	NaN
58211.25608967	NaN	NaN	NaN
58211.25610163	NaN	NaN	NaN
58211.25611357	NaN	NaN	NaN
58211.25612552	NaN	NaN	NaN
58211.25613747	NaN	NaN	NaN
58211.25614944	NaN	NaN	NaN
58211.25616141	NaN	NaN	NaN
58211.25617334	NaN	NaN	NaN
58211.25618531	NaN	NaN	NaN
58211.25619727	NaN	NaN	NaN
58211.25620922	NaN	NaN	NaN
58211.25622117	NaN	NaN	NaN
58211.25623312	NaN	NaN	NaN
58211.25624507	NaN	NaN	NaN
58211.25625701	NaN	NaN	NaN
58211.25626899	NaN	NaN	NaN
58211.25628096	NaN	NaN	NaN
58211.25629293	NaN	NaN	NaN
58211.25630488	NaN	NaN	NaN
58211.25631683	NaN	NaN	NaN
58211.25632879	NaN	NaN	NaN
58211.25634076	NaN	NaN	NaN
58211.25635271	NaN	NaN	NaN
58211.25636466	NaN	NaN	NaN
58211.25637661	NaN	NaN	NaN
58211.25638854	NaN	NaN	NaN
58211.25640050	NaN	NaN	NaN
58211.25641244	NaN	NaN	NaN
58211.25642440	NaN	NaN	NaN
58211.25643634	NaN	NaN	NaN
58211.25644828	NaN	NaN	NaN
58211.25646022	NaN	NaN	NaN
58211.25647218	NaN	NaN	NaN
58211.25648414	NaN	NaN	NaN
58211.25649609	NaN	NaN	NaN
58211.25650804	NaN	NaN	NaN
58211.25652000	NaN	NaN	NaN
58211.25653196	NaN	NaN	NaN
58211.25654390	NaN	NaN	NaN
58211.25655585	NaN	NaN	NaN
58211.25656779	NaN	NaN	NaN
58211.25657974	NaN	NaN	NaN
58211.25659168	NaN	NaN	NaN
58211.25660365	NaN	NaN	NaN
58211.25661559	NaN	NaN	NaN
58211.25662755	NaN	NaN	NaN
58211.25663951	NaN	NaN	NaN
58211.25665146	NaN	NaN	NaN
58211.25666341	NaN	NaN	NaN
58211.25667537	NaN	NaN	NaN
58211.25668731	NaN	NaN	NaN
58211.25669931	NaN	NaN	NaN
58211.25671126	NaN	NaN	NaN
58211.25672320	NaN	NaN	NaN
58211.25673514	NaN	NaN	NaN
58211.25674710	NaN	NaN	NaN
58211.25675904	NaN	NaN	NaN
58211.25677101	NaN	NaN	NaN
58211.25678296	NaN	NaN	NaN
58211.25679492	NaN	NaN	NaN
58211.25680686	NaN	NaN	NaN
58211.25681881	NaN	NaN	NaN
58211.25683076	NaN	NaN	NaN
58211.25684270	NaN	NaN	NaN
58211.25685464	NaN	NaN	NaN
58211.25686659	NaN	NaN	NaN
58211.25687855	NaN	NaN	NaN
58211.25689049	NaN	NaN	NaN
58211.25690246	NaN	NaN	NaN
58211.25691447	NaN	NaN	NaN
58211.25692642	NaN	NaN	NaN
58211.25693835	NaN	NaN	NaN
58211.25695032	NaN	NaN	NaN
58211.25696229	NaN	NaN	NaN
58211.25697424	NaN	NaN	NaN
58211.25698622	NaN	NaN	NaN
58211.25699816	NaN	NaN	NaN
58211.25701012	NaN	NaN	NaN
58211.25702206	NaN	NaN	NaN
58211.25703401	NaN	NaN	NaN
58211.25704596	NaN	NaN	NaN
58211.25705789	NaN	NaN	NaN
58211.25706986	NaN	NaN	NaN
58211.25708180	NaN	NaN	NaN
58211.25709375	NaN	NaN	NaN
58211.25710572	NaN	NaN	NaN
58211.25711768	NaN	NaN	NaN
58211.25712964	NaN	NaN	NaN
58211.25714160	NaN	NaN	NaN
58211.25715355	NaN	NaN	NaN
58211.25716549	NaN	NaN	NaN
58211.25717744	NaN	NaN	NaN
58211.25718939	NaN	NaN	NaN
58211.25720134	NaN	NaN	NaN
58211.25721329	NaN	NaN	NaN
58211.25722523	NaN	NaN	NaN
58211.25723718	NaN	NaN	NaN
58211.25724915	NaN	NaN	NaN
58211.25726111	NaN	NaN	NaN
58211.25727307	NaN	NaN	NaN
58211.25728501	NaN	NaN	NaN
58211.25729698	NaN	NaN	NaN
58211.25730891	NaN	NaN	NaN
58211.25732086	NaN	NaN	NaN
58211.25733284	NaN	NaN	NaN
58211.25734478	NaN	NaN	NaN
58211.25735675	NaN	NaN	NaN
58211.25736872	NaN	NaN	NaN
58211.25738068	NaN	NaN	NaN
58211.25739264	NaN	NaN	NaN
58211.25740459	NaN	NaN	NaN
58211.25741653	NaN	NaN	NaN
58211.25742848	NaN	NaN	NaN
58211.25744046	NaN	NaN	NaN
58211.25745242	NaN	NaN	NaN
58211.25746436	NaN	NaN	NaN
58211.25747632	NaN	NaN	NaN
58211.25748830	NaN	NaN	NaN
58211.25750036	NaN	NaN	NaN
58211.25751233	NaN	NaN	NaN
58211.25752430	NaN	NaN	NaN
58211.25753623	NaN	NaN	NaN
58211.25754818	NaN	NaN	NaN
58211.25756011	NaN	NaN	NaN
58211.25757217	NaN	NaN	NaN
58211.25758414	NaN	NaN	NaN
58211.25759609	NaN	NaN	NaN
58211.25760803	NaN	NaN	NaN
58211.25761997	NaN	NaN	NaN
58211.25763192	NaN	NaN	NaN
58211.25764387	NaN	NaN	NaN
58211.25765581	NaN	NaN	NaN
58211.25766778	NaN	NaN	NaN
58211.25767975	NaN	NaN	NaN
58211.25769169	NaN	NaN	NaN
58211.25770365	NaN	NaN	NaN
58211.25771560	NaN	NaN	NaN
58211.25772755	NaN	NaN	NaN
58211.25773951	NaN	NaN	NaN
58211.25775146	NaN	NaN	NaN
58211.25776340	NaN	NaN	NaN
58211.25777535	NaN	NaN	NaN
58211.25778730	NaN	NaN	NaN
58211.25779925	NaN	NaN	NaN
58211.25781120	NaN	NaN	NaN
58211.25782318	NaN	NaN	NaN
58211.25783514	NaN	NaN	NaN
58211.25784709	NaN	NaN	NaN
58211.25785903	NaN	NaN	NaN
58211.25787099	NaN	NaN	NaN
58211.25788295	NaN	NaN	NaN
58211.25789490	NaN	NaN	NaN
58211.25790685	NaN	NaN	NaN
58211.25791880	NaN	NaN	NaN
58211.25793075	NaN	NaN	NaN
58211.25794269	NaN	NaN	NaN
58211.25795464	NaN	NaN	NaN
58211.25796660	NaN	NaN	NaN
58211.25797857	NaN	NaN	NaN
58211.25799052	NaN	NaN	NaN
58211.25800245	NaN	NaN	NaN
58211.25801442	NaN	NaN	NaN
58211.25802637	NaN	NaN	NaN
58211.25803832	NaN	NaN	NaN
58211.25805027	NaN	NaN	NaN
58211.25806221	NaN	NaN	NaN
58211.25807418	NaN	NaN	NaN
58211.25808612	NaN	NaN	NaN
58211.25809810	NaN	NaN	NaN
58211.25811004	NaN	NaN	NaN
58211.25812198	NaN	NaN	NaN
58211.25813394	NaN	NaN	NaN
58211.25814591	NaN	NaN	NaN
58211.25815784	NaN	NaN	NaN
58211.25816982	NaN	NaN	NaN
58211.25818177	NaN	NaN	NaN
58211.25819378	NaN	NaN	NaN
58211.25820572	NaN	NaN	NaN
58211.25821768	NaN	NaN	NaN
58211.25822963	NaN	NaN	NaN
58211.25824158	NaN	NaN	NaN
58211.25825352	NaN	NaN	NaN
58211.25826548	NaN	NaN	NaN
58211.25827742	NaN	NaN	NaN
58211.25828938	NaN	NaN	NaN
58211.25830132	NaN	NaN	NaN
58211.25831325	NaN	NaN	NaN
58211.25832522	NaN	NaN	NaN
58211.25833719	NaN	NaN	NaN
58211.25834914	NaN	NaN	NaN
58211.25836108	NaN	NaN	NaN
58211.25837303	NaN	NaN	NaN
58211.25838497	NaN	NaN	NaN
58211.25839691	NaN	NaN	NaN
58211.25840888	NaN	NaN	NaN
58211.25842082	NaN	NaN	NaN
58211.25843275	NaN	NaN	NaN
58211.25844470	NaN	NaN	NaN
58211.25845666	NaN	NaN	NaN
58211.25846860	NaN	NaN	NaN
58211.25848057	NaN	NaN	NaN
58211.25849253	NaN	NaN	NaN
58211.25850449	NaN	NaN	NaN
58211.25851644	NaN	NaN	NaN
58211.25852842	NaN	NaN	NaN
58211.25854038	NaN	NaN	NaN
58211.25855233	NaN	NaN	NaN
58211.25856427	NaN	NaN	NaN
58211.25857625	NaN	NaN	NaN
58211.25858820	NaN	NaN	NaN
58211.25860015	NaN	NaN	NaN
58211.25861210	NaN	NaN	NaN
58211.25862405	NaN	NaN	NaN
