Time,Frequency
257.0,-6.007864108455513e-17
258.0,-1.690119370918168e-17
259.0,3.686725973279587e-17
260.0,3.664175548680778e-17
261.0,-4.211414279839636e-18
262.0,-2.4929094552421774e-17
263.0,-5.1965652107918877e-17
264.0,-2.0506214574648853e-17
265.0,-8.44160108810348e-18
266.0,-1.3855515136296329e-17
267.0,-5.555802453307535e-17
268.0,3.4774784531231533e-17
269.0,-2.247111574225003e-17
270.0,1.7819285210136256e-18
271.0,-2.6039655019422933e-17
272.0,-6.936662231556655e-17
273.0,-2.3763914113207407e-17
274.0,-4.7280141218907356e-17
275.0,6.749496626377045e-18
276.0,8.545771919224237e-18
277.0,-1.1019755311090758e-17
278.0,-1.1179162360696899e-17
279.0,1.702166829580983e-17
280.0,-3.0599306781887236e-18
281.0,-1.1235918226360214e-17
282.0,1.2352531777230134e-17
283.0,-8.799354138241605e-18
284.0,-2.988816890795586e-17
285.0,-1.0901847288297342e-17
286.0,-5.106391257344978e-17
287.0,-2.2967004844240385e-17
288.0,-3.536885734648083e-17
289.0,2.9342031714706376e-17
290.0,-2.6743606638761903e-17
291.0,1.1474210501256605e-17
292.0,1.166758623132401e-17
293.0,1.2673629976310674e-17
294.0,-2.6356251179346035e-17
295.0,3.2632149021830326e-17
296.0,4.524180825156703e-17
297.0,-7.137303245554351e-18
298.0,-3.683849407841006e-18
299.0,-2.4730620224599392e-17
300.0,-3.1480069710200385e-18
301.0,-8.439822524387206e-18
302.0,7.77552617836578e-18
303.0,2.708343148449896e-18
304.0,-1.3503254485101887e-17
305.0,-1.0584507414588492e-17
306.0,-2.9604354075691335e-18
307.0,-5.050449978747395e-17
308.0,1.3930061479654836e-17
309.0,-1.0454248016923066e-16
310.0,1.1063284946972539e-17
311.0,2.6524369442832254e-17
312.0,2.0690241927475557e-17
313.0,-3.306015217694958e-17
314.0,-1.5112880525752617e-17
315.0,1.7209572569187468e-17
316.0,3.239421563813785e-17
317.0,-1.4021940730041787e-17
318.0,-1.839628103392906e-17
319.0,-4.291922224093111e-17
320.0,2.2940507170940926e-17
321.0,4.216742166946286e-17
322.0,6.772976824726616e-20
323.0,-2.448613278143082e-17
324.0,-3.45741344749901e-17
325.0,2.6020573779820727e-17
326.0,-2.837740623932361e-17
327.0,-5.098821868602855e-18
328.0,-1.1509726573636927e-17
329.0,-1.8684741056865057e-17
330.0,-3.3240117651080067e-17
331.0,1.9071862088599934e-17
332.0,2.078155508215033e-17
333.0,-4.349058197876298e-18
334.0,8.840975709295488e-19
335.0,4.601799674469333e-18
336.0,-4.3615291634238756e-17
337.0,-4.486851899983147e-17
338.0,3.4203825011511035e-17
339.0,-5.4549421061678185e-18
340.0,2.277739875144147e-18
341.0,5.973052041869137e-19
342.0,-1.178561257746991e-17
343.0,4.469914916229956e-18
344.0,2.2154780381303298e-17
345.0,-5.0217757340975445e-18
346.0,5.624490133453756e-17
347.0,-1.221878012142906e-17
348.0,-4.375467747247427e-17
349.0,4.494844455949487e-17
350.0,-6.324851635853129e-17
351.0,3.402266923930703e-17
352.0,2.079821634837294e-18
353.0,2.1539653561872558e-17
354.0,-2.2881903191436458e-17
355.0,-5.741383881293259e-17
356.0,-3.101440115082964e-17
357.0,-3.4352729820838994e-19
358.0,-6.188115615677244e-17
359.0,-1.309398907616438e-17
360.0,-1.353264199567893e-17
361.0,6.118261290439038e-17
362.0,-9.04040268386828e-18
363.0,-5.853024813225147e-18
364.0,2.8235372342713835e-18
365.0,-1.7479764112421523e-17
366.0,4.181209610723666e-17
367.0,-3.6920439111469726e-18
368.0,2.1006168669210645e-17
369.0,1.9399174230046848e-17
370.0,-7.025550942488068e-18
371.0,6.132231679411577e-17
372.0,-2.98012322665949e-17
373.0,8.453412612442842e-17
374.0,2.880499803299746e-17
375.0,-1.3584871899863406e-17
376.0,2.4603790992343992e-18
377.0,-2.6190648132090677e-17
378.0,-6.824034903623495e-17
379.0,-1.0812748270825354e-17
380.0,-5.623745002837771e-18
381.0,-1.803900402118497e-18
382.0,-3.66567779260001e-17
383.0,-6.046808812341207e-17
384.0,3.9273723920291563e-19
385.0,-3.058360857774979e-17
386.0,-3.752242001028694e-17
387.0,-4.4981033986990695e-17
388.0,-1.51310545488657e-17
389.0,3.281373627180421e-17
390.0,-3.541941474438677e-17
391.0,-5.2779764427533616e-17
392.0,-5.060959722517237e-17
393.0,-1.5948000789453083e-17
394.0,2.0547531119010802e-17
395.0,1.4646248336571347e-17
396.0,-1.2189659835797128e-17
397.0,-8.269805861089644e-18
398.0,-1.5805885738987448e-17
399.0,-2.4343925651861864e-18
400.0,-4.560487346723101e-18
401.0,3.8579882306014616e-17
402.0,3.2728546869016546e-17
403.0,-1.1726827796443995e-17
404.0,-4.0317875520575396e-17
405.0,2.596506287641072e-17
406.0,-1.2024752221677416e-17
407.0,-2.401832683222091e-17
408.0,-3.938055932448294e-18
409.0,6.773053937337279e-18
410.0,-1.53308802828876e-17
411.0,-3.627361952257088e-17
412.0,4.2326873687503164e-17
413.0,-8.787655301621863e-17
414.0,1.1978622772214819e-17
415.0,5.868929852386823e-17
416.0,-1.8565513403235016e-17
417.0,1.538228198033949e-17
418.0,2.135092440409164e-17
419.0,-2.0531066684982707e-17
420.0,8.032763227055934e-18
421.0,2.107819801155651e-18
422.0,-4.9556423826266506e-17
423.0,-2.7030433330094313e-18
424.0,1.658838623937525e-17
425.0,-1.8823843754485477e-17
426.0,-5.790354701574611e-17
427.0,1.8001604993382816e-17
428.0,3.460359092564884e-17
429.0,-4.353975672907355e-17
430.0,6.648109721737266e-17
431.0,6.086322406796886e-17
432.0,2.4775684377532915e-17
433.0,-1.2306773702438638e-17
434.0,-4.112610183994444e-17
435.0,3.0106470795520135e-17
436.0,1.4109036627085775e-17
437.0,6.089667877769377e-18
438.0,5.4048687972216576e-17
439.0,-1.2627005099301333e-18
440.0,3.655525268314418e-17
441.0,-2.743452694459215e-17
442.0,1.1483613166267527e-17
443.0,-4.6563838872447327e-17
444.0,-4.8723703025790105e-18
445.0,1.1530010007642478e-17
446.0,2.537290941335661e-17
447.0,-1.0171943953740886e-17
448.0,-1.6950745642385445e-17
449.0,-2.230564908259103e-17
450.0,-7.728644999320392e-17
451.0,2.765818480466084e-17
452.0,-2.3408265031031618e-17
453.0,1.9330553503258256e-17
454.0,-7.681197355964661e-18
455.0,-6.927478564198001e-17
456.0,1.8108576997347526e-17
457.0,4.246531235766422e-17
458.0,-1.3112571485785614e-18
459.0,-4.155571158431637e-17
460.0,-4.2919519240674377e-17
461.0,-4.3472947385172196e-18
462.0,2.0597735415950802e-17
463.0,1.7820534389477544e-17
464.0,1.6977909221056945e-17
465.0,1.3287332605707405e-17
466.0,-3.621064681578171e-17
467.0,5.9006503388670435e-18
468.0,1.7419698406881366e-17
469.0,-2.1548916897041326e-17
470.0,-4.4645509011312794e-18
471.0,-4.4541991614073684e-17
472.0,-1.983377997871355e-17
473.0,-2.8601314810346125e-17
474.0,-1.3542295702632182e-17
475.0,7.9621616532682e-18
476.0,2.5703651498392287e-17
477.0,3.9868177942689866e-17
478.0,-1.027068055244844e-17
479.0,1.1431014931218334e-17
480.0,-7.587247230570336e-17
481.0,3.2175935669277676e-17
482.0,-7.675535596459615e-17
483.0,-4.783711198222988e-18
484.0,-2.3919363260373887e-17
485.0,-2.3077122759818304e-17
486.0,-4.711782494371311e-18
487.0,-3.592779677918069e-17
488.0,-2.0502586701396003e-18
489.0,1.898899567330814e-17
490.0,-6.854756859870026e-17
491.0,4.412515592890035e-17
492.0,1.4953733377958126e-17
493.0,-3.98551966730941e-17
494.0,1.3028951780757616e-17
495.0,1.9965837338580513e-17
496.0,-2.313071492451709e-17
497.0,1.7835802687522355e-18
498.0,-1.597275892049192e-17
499.0,1.4131886365157502e-17
500.0,-2.358327779368025e-18
501.0,-4.129684385640354e-17
502.0,9.203741238194695e-19
503.0,-3.7721730087717064e-18
504.0,-3.369121954646115e-18
505.0,-2.987389428354345e-17
506.0,1.0304809257471973e-17
507.0,1.12401674802136e-17
508.0,-4.640569278419423e-17
509.0,9.127588661664386e-18
510.0,3.262345860356829e-17
511.0,2.1007266098784825e-17
512.0,-1.4353023959110569e-18
513.0,-1.0476242304796127e-17
514.0,3.608427050310225e-17
515.0,1.909670261476322e-17
516.0,-8.242832155606678e-18
517.0,8.109547440780673e-17
518.0,-4.647538946468481e-17
519.0,-1.586209791832562e-17
520.0,4.484308277565466e-17
521.0,-4.8768062443869816e-17
522.0,2.6443157477750788e-17
523.0,-1.7585179916253902e-17
524.0,-3.027131264885023e-17
525.0,5.6831693668949735e-18
526.0,9.940242644616384e-18
527.0,-7.24148258944671e-18
528.0,2.283953482596399e-17
529.0,-8.878379304785196e-18
530.0,-1.1268484356711913e-17
531.0,-1.0900498841840652e-17
532.0,-3.361296321540332e-17
533.0,-9.843838678619942e-18
534.0,2.8961027673219304e-17
535.0,-8.275209235818128e-18
536.0,5.043259936800031e-18
537.0,-1.5429708333595564e-17
538.0,3.0563482839152725e-17
539.0,2.1125314594559095e-17
540.0,1.5760414719827978e-17
541.0,-1.7674940096159113e-17
542.0,5.808461447052908e-18
543.0,-1.6379486834721524e-17
544.0,8.953732890286707e-18
545.0,-4.913469291325544e-17
546.0,-7.83370352985013e-18
547.0,-3.2132578417523486e-17
548.0,8.240646009205346e-18
549.0,3.823339454397695e-18
550.0,9.33150047280579e-18
551.0,1.731260465322517e-17
552.0,-2.0197581565052376e-17
553.0,3.2770147097056403e-18
554.0,3.520931866665103e-18
555.0,3.580378734380784e-17
556.0,1.460589221208467e-17
557.0,-3.881547087403975e-17
558.0,5.191643060773399e-18
559.0,-1.23312760251719e-17
560.0,1.2443385741189391e-17
561.0,-4.226141772693181e-17
562.0,-8.897063481469258e-17
563.0,-4.974746049118699e-17
564.0,-7.060137099203979e-17
565.0,1.9615353277300072e-20
566.0,-4.766692109664982e-17
567.0,-2.4671618141436416e-17
568.0,-4.9229590308576576e-17
569.0,-3.7290158655264745e-17
570.0,-5.26026104231592e-17
571.0,-1.4973504164987688e-17
572.0,1.3680543440201136e-19
573.0,-2.0754039087601236e-18
574.0,5.769230897558018e-17
575.0,7.348113318288228e-17
576.0,-3.8159730960264214e-17
577.0,-3.198295081947471e-17
578.0,-2.0745516673882228e-17
579.0,-3.147821267115905e-17
580.0,4.5184777307387214e-18
581.0,-1.2883900285104996e-17
582.0,1.4056000297567713e-17
583.0,1.765013790277432e-18
584.0,-2.2358579312865917e-17
585.0,1.1290584190360718e-17
586.0,4.3682631023540556e-17
587.0,-2.904361995831585e-17
588.0,1.569125156159713e-17
589.0,4.2996690489815113e-17
590.0,-6.630769534474296e-17
591.0,1.8410580504052626e-17
592.0,-1.8192140140620018e-17
593.0,2.604233290435426e-17
594.0,-2.551430027242769e-17
595.0,-3.1168765235731235e-18
596.0,1.471041306389234e-17
597.0,-2.527025848934585e-17
598.0,2.1112152509918527e-17
599.0,2.591479301922847e-17
600.0,-3.514990357541573e-17
601.0,-8.905003850350662e-18
602.0,-4.1415344968342966e-17
603.0,-1.857542657771434e-18
604.0,-1.2529287184981211e-17
605.0,-3.395750858761886e-17
606.0,-4.359463747913453e-17
607.0,1.3136189556958636e-17
608.0,-2.9662899500051346e-17
609.0,1.6663073292443878e-17
610.0,-3.7655533799070404e-17
611.0,1.5270919229126735e-18
612.0,2.8336649588118857e-18
613.0,-2.2106760775487366e-17
614.0,4.9461223349278926e-17
615.0,1.4259785325913552e-17
616.0,-3.0833971846396495e-17
617.0,-1.0560199473575369e-17
618.0,-6.4292690786967884e-18
619.0,2.386580589566783e-17
620.0,2.2210206850106564e-17
621.0,-4.9591403036472034e-17
622.0,1.955183162421413e-17
623.0,1.2614522979841202e-17
624.0,2.787170918900279e-17
625.0,-2.895678580310491e-17
626.0,1.819446685726819e-17
627.0,-4.412938754202486e-17
628.0,-4.4928260233042056e-17
629.0,1.1895156853364644e-17
630.0,3.084074683903321e-17
631.0,-4.1384211358597655e-17
632.0,1.541975814281998e-17
633.0,-2.876763420279175e-17
634.0,4.78356998664122e-17
635.0,-4.32610456660888e-17
636.0,1.1927784447766532e-17
637.0,2.7077461665778534e-17
638.0,2.0910997856215654e-17
639.0,-1.6667635669852815e-17
640.0,1.8026474194961225e-17
641.0,-4.65680678774701e-17
642.0,-2.2797007202241726e-17
643.0,-1.863825882799677e-17
644.0,-6.879492715581732e-18
645.0,-1.1183995049836703e-17
646.0,6.112743358932199e-17
647.0,-4.61507664178677e-18
648.0,-1.9065828039844518e-17
649.0,-2.1106101288624998e-17
650.0,-2.5887155950770786e-17
651.0,2.0500219671846905e-18
652.0,-4.772611992013954e-17
653.0,1.5725610740030187e-17
654.0,3.0293496082594034e-17
655.0,8.8643986220183e-18
656.0,9.00238682918782e-18
657.0,7.083470310615182e-18
658.0,-1.3389617846571961e-17
659.0,-1.603237039773381e-17
660.0,2.022316333981513e-18
661.0,2.7080339646738702e-17
662.0,9.11136206508694e-18
663.0,-2.4011836961024986e-17
664.0,2.732538468407567e-17
665.0,6.4879944223294625e-18
666.0,-4.109523002325497e-17
667.0,7.182177210065805e-18
668.0,-6.039046481777092e-18
669.0,-1.9661764489590827e-17
670.0,-3.063167944620544e-17
671.0,-1.859767080050383e-17
672.0,-4.80157307239957e-17
673.0,1.3128492152294466e-17
674.0,-2.842223826178061e-17
675.0,-2.9086475231055493e-17
676.0,-2.3636929147039707e-17
677.0,-5.169559412152149e-18
678.0,2.164029046530133e-17
679.0,1.6168182656027954e-17
680.0,4.5116120795615184e-17
681.0,9.19752196180092e-19
682.0,-2.9044380770636314e-17
683.0,-7.589658127678273e-18
684.0,4.230329224067134e-17
685.0,-1.8061780073751035e-17
686.0,1.776813105809853e-17
687.0,1.1301168279126933e-17
688.0,-4.057641560521124e-18
689.0,-1.1219244758035481e-17
690.0,1.2395058389395405e-18
691.0,-7.077477441766788e-18
692.0,-1.0915405380733943e-16
693.0,-5.760898587205387e-18
694.0,1.669010937127079e-17
695.0,1.9080620635812105e-18
696.0,-3.713163927454059e-17
697.0,-3.553268924238387e-17
698.0,4.7242315068698526e-17
699.0,1.2254440072528057e-17
700.0,2.4019517769164996e-18
701.0,4.1363684087080645e-17
702.0,2.1783032800783042e-17
703.0,-4.2342471376268904e-17
704.0,6.505847929284723e-17
705.0,1.7525669455047696e-17
706.0,-3.9278611376834424e-18
707.0,-1.918054730688085e-17
708.0,-5.257085655769421e-17
709.0,-2.5197052058114078e-18
710.0,7.404622768514149e-18
711.0,-6.5852963436770944e-18
712.0,-1.0795159171217396e-17
713.0,-3.1075931525383377e-17
714.0,2.9041898280178677e-18
715.0,-4.342390464902103e-17
716.0,-2.6682751409814675e-17
717.0,-4.759655537186268e-17
718.0,3.2391771199064394e-17
719.0,-7.38291012455227e-18
720.0,-1.6245765942732065e-17
721.0,-9.40772440048218e-18
722.0,-5.858698985486884e-17
723.0,1.9317724123232927e-17
724.0,-6.703519934026773e-17
725.0,-7.970708052482838e-17
726.0,3.184862229477883e-17
727.0,3.5733462890223916e-18
728.0,-3.9672849379022665e-17
729.0,4.5961240476323235e-17
730.0,4.307455626238706e-17
731.0,-4.8911351230635486e-17
732.0,-9.455393963299663e-18
733.0,-6.35385891004513e-17
734.0,-6.228335452262483e-17
735.0,2.1774932441770546e-17
736.0,1.1699029594287422e-18
737.0,1.8939187466174782e-17
738.0,-2.4190191791960693e-17
739.0,-1.9996605542237163e-17
740.0,-4.023502944970886e-17
741.0,7.735873448385981e-18
742.0,-3.7073206682781e-17
743.0,-2.841889136422084e-17
744.0,3.835869061512472e-17
745.0,-1.5916646058100385e-17
746.0,-2.746484990940162e-17
747.0,-3.493372819404254e-17
748.0,4.7789729601285554e-17
749.0,1.198719323482192e-17
750.0,1.2757022047560232e-17
751.0,2.4336357652587726e-17
752.0,5.594273940017838e-17
753.0,-1.9214556300817404e-17
754.0,-3.9177854907024293e-17
755.0,-5.68079957138661e-17
756.0,3.475471070398499e-19
757.0,-2.2869184289116936e-17
758.0,3.5590067357681095e-17
759.0,2.386774325382668e-17
760.0,-4.35132533374276e-17
761.0,-2.1579182907665326e-17
762.0,-1.599281039164577e-17
763.0,-5.864009364909245e-17
764.0,-4.7948888651631784e-18
765.0,-2.3011343330742364e-17
766.0,-5.563874328292226e-17
767.0,4.4587883738315565e-17
768.0,8.334503937113014e-18
769.0,1.174609051014599e-17
770.0,-7.474800542285735e-18
771.0,2.8060387345693055e-17
772.0,3.150908879000773e-17
773.0,-6.051885027870204e-17
774.0,-1.7039332079534147e-17
775.0,-3.86328664214068e-17
776.0,-5.2135241896225124e-17
777.0,-2.1776395371071867e-17
778.0,3.512827961537387e-17
779.0,2.9281753981661876e-18
780.0,4.3043447739941123e-17
781.0,-5.895332486392151e-17
782.0,-1.4235611366814633e-17
783.0,2.6957889577972234e-17
784.0,-5.482818696571076e-17
785.0,-5.5456739491329755e-18
786.0,1.5042544687093593e-17
787.0,-2.4950555838422974e-17
788.0,8.737919282904771e-18
789.0,-1.843490569651227e-17
790.0,4.0106930372889556e-17
791.0,-1.7802762283208164e-17
792.0,2.5684410953158544e-17
793.0,3.976955193168738e-18
794.0,1.30711450634854e-17
795.0,3.156759086894444e-17
796.0,-5.593588444748768e-18
797.0,-7.291371306407062e-18
798.0,-2.6389766471386865e-17
799.0,2.2784435973163588e-17
800.0,-4.896268653777235e-17
801.0,5.0951262664001663e-17
802.0,1.1154312300894836e-18
803.0,1.3101476410100232e-17
804.0,1.268075482087967e-17
805.0,-7.21154397295055e-18
806.0,-8.233939671492984e-18
807.0,-6.352171693832612e-17
808.0,-2.237536033648731e-18
809.0,-1.8314040939280596e-17
810.0,2.2969819219632694e-17
811.0,4.5319493831084185e-17
812.0,-1.2365687261150257e-17
813.0,-1.229162396619337e-17
814.0,3.69282022584871e-18
815.0,3.760964823155483e-17
816.0,-2.77852728967333e-17
817.0,5.774079729222938e-18
818.0,6.1758527265734804e-18
819.0,-2.093206581866936e-17
820.0,-2.81870066803113e-17
821.0,-4.910234142007232e-17
822.0,4.7685688555383125e-17
823.0,-5.6409468186199576e-18
824.0,-4.504039218871946e-17
825.0,-1.7255573968902875e-17
826.0,1.6921989495954436e-17
827.0,-1.6739512234923745e-17
828.0,-1.7108648937207566e-17
829.0,-1.3584210848357037e-17
830.0,-2.30730616369635e-17
831.0,-2.3706646560992848e-17
832.0,1.7259979968847938e-17
833.0,-1.6151739673700637e-17
834.0,-4.3321551670157264e-17
835.0,4.7595094013863214e-17
836.0,-1.7164095404325998e-17
837.0,-1.833951228286459e-17
838.0,-3.797494886574615e-17
839.0,-1.8226647924325448e-17
840.0,3.987294252885909e-17
841.0,1.5156204946220855e-18
842.0,1.6048236594213756e-17
843.0,1.9709625277581205e-18
844.0,-1.681503753381818e-17
845.0,1.9373610360804666e-17
846.0,-1.9978703083677197e-17
847.0,2.699402285212147e-17
848.0,-4.573025864967473e-17
849.0,1.1081512578415455e-17
850.0,-3.2525104081521595e-17
851.0,-1.0849232717711821e-17
852.0,-6.655851981532637e-18
853.0,-3.081905384177792e-17
854.0,-4.337505485590247e-17
855.0,-2.7758614644136375e-17
856.0,-1.9867214644519782e-17
857.0,-2.80804104844456e-17
858.0,-2.7870192285756866e-18
859.0,-3.935436647062395e-18
860.0,-4.49344648804005e-17
861.0,3.578748820201201e-17
862.0,-1.5450907237212178e-17
863.0,-3.128592166527519e-17
864.0,1.6807071074431055e-17
865.0,-4.758012583456341e-17
866.0,-4.7490747742016175e-17
867.0,-3.526920400299732e-18
868.0,-1.9977511528465882e-17
869.0,-4.70217132621418e-17
