03/05/2018 analyzed on 07/10/18 frac.diff. = (measured-ideal)/ideal * 1e15
MJD	Al vs Yb frac.diff. from(2.1628871275166585754)	Sr vs Yb frac.diff. from(1.2075070393433381221)	Al/Sr vs Yb frac.diff. from(2.6117014317814574243)	
58182.29221603	NaN	NaN	NaN
58182.29222796	NaN	NaN	NaN
58182.29223989	NaN	NaN	NaN
58182.29225185	NaN	NaN	NaN
58182.29226381	NaN	NaN	NaN
58182.29227574	NaN	NaN	NaN
58182.29228767	NaN	NaN	NaN
58182.29229960	NaN	NaN	NaN
58182.29231154	NaN	NaN	NaN
58182.29232348	NaN	NaN	NaN
58182.29233543	NaN	NaN	NaN
58182.29234737	NaN	NaN	NaN
58182.29235932	NaN	NaN	NaN
58182.29237127	NaN	NaN	NaN
58182.29238323	NaN	NaN	NaN
58182.29239515	NaN	NaN	NaN
58182.29240710	NaN	NaN	NaN
58182.29241904	NaN	NaN	NaN
58182.29243098	NaN	NaN	NaN
58182.29244294	NaN	NaN	NaN
58182.29245487	NaN	NaN	NaN
58182.29246683	NaN	NaN	NaN
58182.29247878	NaN	NaN	NaN
58182.29249073	NaN	NaN	NaN
58182.29250267	NaN	NaN	NaN
58182.29251462	NaN	NaN	NaN
58182.29252656	NaN	NaN	NaN
58182.29253852	NaN	NaN	NaN
58182.29255052	NaN	NaN	NaN
58182.29256248	NaN	NaN	NaN
58182.29257441	NaN	NaN	NaN
58182.29258647	NaN	NaN	NaN
58182.29259840	NaN	NaN	NaN
58182.29261032	NaN	NaN	NaN
58182.29262227	NaN	NaN	NaN
58182.29263421	NaN	NaN	NaN
58182.29264617	NaN	NaN	NaN
58182.29265810	NaN	NaN	NaN
58182.29267003	NaN	NaN	NaN
58182.29268198	NaN	NaN	NaN
58182.29269391	NaN	NaN	NaN
58182.29270597	NaN	NaN	NaN
58182.29271792	NaN	NaN	NaN
58182.29272985	NaN	NaN	NaN
58182.29274179	NaN	NaN	NaN
58182.29275384	NaN	NaN	NaN
58182.29276578	NaN	NaN	NaN
58182.29277771	NaN	NaN	NaN
58182.29278965	NaN	NaN	NaN
58182.29280159	NaN	NaN	NaN
58182.29281352	NaN	NaN	NaN
58182.29282545	NaN	NaN	NaN
58182.29283740	NaN	NaN	NaN
58182.29284933	NaN	NaN	NaN
58182.29286126	NaN	NaN	NaN
58182.29287321	NaN	NaN	NaN
58182.29288514	NaN	NaN	NaN
58182.29289717	NaN	NaN	NaN
58182.29290911	NaN	NaN	NaN
58182.29292106	NaN	NaN	NaN
58182.29293300	NaN	NaN	NaN
58182.29294493	NaN	NaN	NaN
58182.29295688	NaN	NaN	NaN
58182.29296882	NaN	NaN	NaN
58182.29298075	NaN	NaN	NaN
58182.29299270	NaN	NaN	NaN
58182.29300464	NaN	NaN	NaN
58182.29301657	NaN	NaN	NaN
58182.29302851	NaN	NaN	NaN
58182.29304044	NaN	NaN	NaN
58182.29305239	NaN	NaN	NaN
58182.29306434	NaN	NaN	NaN
58182.29307630	NaN	NaN	NaN
58182.29308831	NaN	NaN	NaN
58182.29310025	NaN	NaN	NaN
58182.29311219	NaN	NaN	NaN
58182.29312412	NaN	NaN	NaN
58182.29313607	NaN	NaN	NaN
58182.29314802	NaN	NaN	NaN
58182.29316005	NaN	NaN	NaN
58182.29317198	NaN	NaN	NaN
58182.29318393	NaN	NaN	NaN
58182.29319589	NaN	NaN	NaN
58182.29320786	NaN	NaN	NaN
58182.29321981	NaN	NaN	NaN
58182.29323175	NaN	NaN	NaN
58182.29324371	NaN	NaN	NaN
58182.29325564	NaN	NaN	NaN
58182.29326757	NaN	NaN	NaN
58182.29327951	NaN	NaN	NaN
58182.29329151	NaN	NaN	NaN
58182.29330345	NaN	NaN	NaN
58182.29331539	NaN	NaN	NaN
58182.29332732	NaN	NaN	NaN
58182.29333925	NaN	NaN	NaN
58182.29335120	NaN	NaN	NaN
58182.29336313	NaN	NaN	NaN
58182.29337506	NaN	NaN	NaN
58182.29338702	NaN	NaN	NaN
58182.29339894	NaN	NaN	NaN
58182.29341088	NaN	NaN	NaN
58182.29342284	NaN	NaN	NaN
58182.29343477	NaN	NaN	NaN
58182.29344671	NaN	NaN	NaN
58182.29345865	NaN	NaN	NaN
58182.29347058	NaN	NaN	NaN
58182.29348252	NaN	NaN	NaN
58182.29349468	NaN	NaN	NaN
58182.29350663	NaN	NaN	NaN
58182.29351857	NaN	NaN	NaN
58182.29353050	NaN	NaN	NaN
58182.29354245	NaN	NaN	NaN
58182.29355438	NaN	NaN	NaN
58182.29356633	NaN	NaN	NaN
58182.29357826	NaN	NaN	NaN
58182.29359020	NaN	NaN	NaN
58182.29360215	NaN	NaN	NaN
58182.29361408	NaN	NaN	NaN
58182.29362604	NaN	NaN	NaN
58182.29363799	NaN	NaN	NaN
58182.29364995	NaN	NaN	NaN
58182.29366191	NaN	NaN	NaN
58182.29367384	NaN	NaN	NaN
58182.29368577	NaN	NaN	NaN
58182.29369776	NaN	NaN	NaN
58182.29370971	NaN	NaN	NaN
58182.29372166	NaN	NaN	NaN
58182.29373362	NaN	NaN	NaN
58182.29374555	NaN	NaN	NaN
58182.29375750	NaN	NaN	NaN
58182.29376943	NaN	NaN	NaN
58182.29378136	NaN	NaN	NaN
58182.29379329	NaN	NaN	NaN
58182.29380524	NaN	NaN	NaN
58182.29381717	NaN	NaN	NaN
58182.29382911	NaN	NaN	NaN
58182.29384104	NaN	NaN	NaN
58182.29385298	NaN	NaN	NaN
58182.29386500	NaN	NaN	NaN
58182.29387693	NaN	NaN	NaN
58182.29388889	NaN	NaN	NaN
58182.29390087	NaN	NaN	NaN
58182.29391282	NaN	NaN	NaN
58182.29392475	NaN	NaN	NaN
58182.29393670	NaN	NaN	NaN
58182.29394863	NaN	NaN	NaN
58182.29396058	NaN	NaN	NaN
58182.29397252	NaN	NaN	NaN
58182.29398448	NaN	NaN	NaN
58182.29399641	NaN	NaN	NaN
58182.29400834	NaN	NaN	NaN
58182.29402029	NaN	NaN	NaN
58182.29403222	NaN	NaN	NaN
58182.29404415	NaN	NaN	NaN
58182.29405610	NaN	NaN	NaN
58182.29406803	NaN	NaN	NaN
58182.29407998	NaN	NaN	NaN
58182.29409191	NaN	NaN	NaN
58182.29410385	NaN	NaN	NaN
58182.29411580	NaN	NaN	NaN
58182.29412775	NaN	NaN	NaN
58182.29413969	NaN	NaN	NaN
58182.29415163	NaN	NaN	NaN
58182.29416362	NaN	NaN	NaN
58182.29417555	NaN	NaN	NaN
58182.29418749	NaN	NaN	NaN
58182.29419943	NaN	NaN	NaN
58182.29421136	NaN	NaN	NaN
58182.29422330	NaN	NaN	NaN
58182.29423525	NaN	NaN	NaN
58182.29424719	NaN	NaN	NaN
58182.29425912	NaN	NaN	NaN
58182.29427106	NaN	NaN	NaN
58182.29428300	NaN	NaN	NaN
58182.29429493	NaN	NaN	NaN
58182.29430687	NaN	NaN	NaN
58182.29431881	NaN	NaN	NaN
58182.29433074	NaN	NaN	NaN
58182.29434267	NaN	NaN	NaN
58182.29435461	NaN	NaN	NaN
58182.29436655	NaN	NaN	NaN
58182.29437848	NaN	NaN	NaN
58182.29439053	NaN	NaN	NaN
58182.29440247	NaN	NaN	NaN
58182.29441440	NaN	NaN	NaN
58182.29442634	NaN	NaN	NaN
58182.29443828	NaN	NaN	NaN
58182.29445021	NaN	NaN	NaN
58182.29446215	NaN	NaN	NaN
58182.29447409	NaN	NaN	NaN
58182.29448602	NaN	NaN	NaN
58182.29449796	NaN	NaN	NaN
58182.29450991	NaN	NaN	NaN
58182.29452185	NaN	NaN	NaN
58182.29453379	NaN	NaN	NaN
58182.29454572	NaN	NaN	NaN
58182.29455766	NaN	NaN	NaN
58182.29456960	NaN	NaN	NaN
58182.29458154	NaN	NaN	NaN
58182.29459349	NaN	NaN	NaN
58182.29460544	NaN	NaN	NaN
58182.29461737	NaN	NaN	NaN
58182.29462931	NaN	NaN	NaN
58182.29464125	NaN	NaN	NaN
58182.29465319	NaN	NaN	NaN
58182.29466512	NaN	NaN	NaN
58182.29467705	NaN	NaN	NaN
58182.29468900	NaN	NaN	NaN
58182.29470093	NaN	NaN	NaN
58182.29471286	NaN	NaN	NaN
58182.29472479	NaN	NaN	NaN
58182.29473674	NaN	NaN	NaN
58182.29474867	NaN	NaN	NaN
58182.29476062	NaN	NaN	NaN
58182.29477256	NaN	NaN	NaN
58182.29478449	NaN	NaN	NaN
58182.29479643	NaN	NaN	NaN
58182.29480836	NaN	NaN	NaN
58182.29482029	NaN	NaN	NaN
58182.29483223	NaN	NaN	NaN
58182.29484416	NaN	NaN	NaN
58182.29485610	NaN	NaN	NaN
58182.29486804	NaN	NaN	NaN
58182.29487997	NaN	NaN	NaN
58182.29489191	NaN	NaN	NaN
58182.29490385	NaN	NaN	NaN
58182.29491588	NaN	NaN	NaN
58182.29492782	NaN	NaN	NaN
58182.29493976	NaN	NaN	NaN
58182.29495183	NaN	NaN	NaN
58182.29496377	NaN	NaN	NaN
58182.29497570	NaN	NaN	NaN
58182.29498763	NaN	NaN	NaN
58182.29499958	NaN	NaN	NaN
58182.29501152	NaN	NaN	NaN
58182.29502345	NaN	NaN	NaN
58182.29503539	NaN	NaN	NaN
58182.29504734	NaN	NaN	NaN
58182.29505928	NaN	NaN	NaN
58182.29507121	NaN	NaN	NaN
58182.29508314	NaN	NaN	NaN
58182.29509506	NaN	NaN	NaN
58182.29510700	NaN	NaN	NaN
58182.29511895	NaN	NaN	NaN
58182.29513090	NaN	NaN	NaN
58182.29514284	NaN	NaN	NaN
58182.29515477	NaN	NaN	NaN
58182.29516671	NaN	NaN	NaN
58182.29517864	NaN	NaN	NaN
58182.29519057	NaN	NaN	NaN
58182.29520252	NaN	NaN	NaN
58182.29521445	NaN	NaN	NaN
58182.29522638	NaN	NaN	NaN
58182.29523832	NaN	NaN	NaN
58182.29525027	NaN	NaN	NaN
58182.29526221	NaN	NaN	NaN
58182.29527415	NaN	NaN	NaN
58182.29528608	NaN	NaN	NaN
58182.29529800	NaN	NaN	NaN
58182.29530996	NaN	NaN	NaN
58182.29532195	NaN	NaN	NaN
58182.29533388	NaN	NaN	NaN
58182.29534583	NaN	NaN	NaN
58182.29535776	NaN	NaN	NaN
58182.29536969	NaN	NaN	NaN
58182.29538163	NaN	NaN	NaN
58182.29539357	NaN	NaN	NaN
58182.29540551	NaN	NaN	NaN
58182.29541744	NaN	NaN	NaN
58182.29542938	NaN	NaN	NaN
58182.29544133	NaN	NaN	NaN
58182.29545326	NaN	NaN	NaN
58182.29546519	NaN	NaN	NaN
58182.29547714	NaN	NaN	NaN
58182.29548908	NaN	NaN	NaN
58182.29550101	NaN	NaN	NaN
58182.29551296	NaN	NaN	NaN
58182.29552493	NaN	NaN	NaN
58182.29553686	NaN	NaN	NaN
58182.29554879	NaN	NaN	NaN
58182.29556073	NaN	NaN	NaN
58182.29557266	NaN	NaN	NaN
58182.29558460	NaN	NaN	NaN
58182.29559655	NaN	NaN	NaN
58182.29560848	NaN	NaN	NaN
58182.29562041	NaN	NaN	NaN
58182.29563236	NaN	NaN	NaN
58182.29564429	NaN	NaN	NaN
58182.29565624	NaN	NaN	NaN
58182.29566817	NaN	NaN	NaN
58182.29568011	NaN	NaN	NaN
58182.29569206	NaN	NaN	NaN
58182.29570399	NaN	NaN	NaN
58182.29571605	NaN	NaN	NaN
58182.29572800	NaN	NaN	NaN
58182.29573994	NaN	NaN	NaN
58182.29575187	NaN	NaN	NaN
58182.29576382	NaN	NaN	NaN
58182.29577575	NaN	NaN	NaN
58182.29578771	NaN	NaN	NaN
58182.29579964	NaN	NaN	NaN
58182.29581158	NaN	NaN	NaN
58182.29582352	NaN	NaN	NaN
58182.29583545	NaN	NaN	NaN
58182.29584751	NaN	NaN	NaN
58182.29585947	NaN	NaN	NaN
58182.29587141	NaN	NaN	NaN
58182.29588336	NaN	NaN	NaN
58182.29589529	NaN	NaN	NaN
58182.29590722	NaN	NaN	NaN
58182.29591915	NaN	NaN	NaN
58182.29593110	NaN	NaN	NaN
58182.29594303	NaN	NaN	NaN
58182.29595496	NaN	NaN	NaN
58182.29596691	NaN	NaN	NaN
58182.29597885	NaN	NaN	NaN
58182.29599081	NaN	NaN	NaN
58182.29600274	NaN	NaN	NaN
58182.29601480	NaN	NaN	NaN
58182.29602673	NaN	NaN	NaN
58182.29603867	NaN	NaN	NaN
58182.29605061	NaN	NaN	NaN
58182.29606255	NaN	NaN	NaN
58182.29607449	NaN	NaN	NaN
58182.29608642	NaN	NaN	NaN
58182.29609837	NaN	NaN	NaN
58182.29611029	NaN	NaN	NaN
58182.29612222	NaN	NaN	NaN
58182.29613417	NaN	NaN	NaN
58182.29614612	NaN	NaN	NaN
58182.29615805	NaN	NaN	NaN
58182.29616999	NaN	NaN	NaN
58182.29618193	NaN	NaN	NaN
58182.29619389	NaN	NaN	NaN
58182.29620582	NaN	NaN	NaN
58182.29621789	NaN	NaN	NaN
58182.29622984	NaN	NaN	NaN
58182.29624177	NaN	NaN	NaN
58182.29625370	NaN	NaN	NaN
58182.29626570	NaN	NaN	NaN
58182.29627765	NaN	NaN	NaN
58182.29628958	NaN	NaN	NaN
58182.29630152	NaN	NaN	NaN
58182.29631345	NaN	NaN	NaN
58182.29632538	NaN	NaN	NaN
58182.29633733	NaN	NaN	NaN
58182.29634926	NaN	NaN	NaN
58182.29636119	NaN	NaN	NaN
58182.29637312	NaN	NaN	NaN
58182.29638507	NaN	NaN	NaN
58182.29639700	NaN	NaN	NaN
58182.29640893	NaN	NaN	NaN
58182.29642088	NaN	NaN	NaN
58182.29643281	NaN	NaN	NaN
58182.29644476	NaN	NaN	NaN
58182.29645669	NaN	NaN	NaN
58182.29646862	NaN	NaN	NaN
58182.29648055	NaN	NaN	NaN
58182.29649250	NaN	NaN	NaN
58182.29650443	NaN	NaN	NaN
58182.29651636	NaN	NaN	NaN
58182.29652830	NaN	NaN	NaN
58182.29654025	NaN	NaN	NaN
58182.29655221	NaN	NaN	NaN
58182.29656415	NaN	NaN	NaN
58182.29657610	NaN	NaN	NaN
58182.29658804	NaN	NaN	NaN
58182.29659998	NaN	NaN	NaN
58182.29661191	NaN	NaN	NaN
58182.29662385	NaN	NaN	NaN
58182.29663580	NaN	NaN	NaN
58182.29664773	NaN	NaN	NaN
58182.29665969	NaN	NaN	NaN
58182.29667175	NaN	NaN	NaN
58182.29668369	NaN	NaN	NaN
58182.29669576	NaN	NaN	NaN
58182.29670770	NaN	NaN	NaN
58182.29671963	NaN	NaN	NaN
58182.29673156	NaN	NaN	NaN
58182.29674351	NaN	NaN	NaN
58182.29675546	NaN	NaN	NaN
58182.29676742	NaN	NaN	NaN
58182.29677937	NaN	NaN	NaN
58182.29679131	NaN	NaN	NaN
58182.29680326	NaN	NaN	NaN
58182.29681521	NaN	NaN	NaN
58182.29682716	NaN	NaN	NaN
58182.29683911	NaN	NaN	NaN
58182.29685105	NaN	NaN	NaN
58182.29686299	NaN	NaN	NaN
58182.29687493	NaN	NaN	NaN
58182.29688686	NaN	NaN	NaN
58182.29689882	NaN	NaN	NaN
58182.29691075	NaN	NaN	NaN
58182.29692268	NaN	NaN	NaN
58182.29693462	NaN	NaN	NaN
58182.29694655	NaN	NaN	NaN
58182.29695849	NaN	NaN	NaN
58182.29697054	NaN	NaN	NaN
58182.29698248	NaN	NaN	NaN
58182.29699441	NaN	NaN	NaN
58182.29700635	NaN	NaN	NaN
58182.29701827	NaN	NaN	NaN
58182.29703023	NaN	NaN	NaN
58182.29704216	NaN	NaN	NaN
58182.29705410	NaN	NaN	NaN
58182.29706605	NaN	NaN	NaN
58182.29707801	NaN	NaN	NaN
58182.29708994	NaN	NaN	NaN
58182.29710187	NaN	NaN	NaN
58182.29711381	NaN	NaN	NaN
58182.29712574	NaN	NaN	NaN
58182.29713768	NaN	NaN	NaN
58182.29714963	NaN	NaN	NaN
58182.29716156	NaN	NaN	NaN
58182.29717349	NaN	NaN	NaN
58182.29718544	NaN	NaN	NaN
58182.29719737	NaN	NaN	NaN
58182.29720933	NaN	NaN	NaN
58182.29722126	NaN	NaN	NaN
58182.29723319	NaN	NaN	NaN
58182.29724514	NaN	NaN	NaN
58182.29725707	NaN	NaN	NaN
58182.29726900	NaN	NaN	NaN
58182.29728094	NaN	NaN	NaN
58182.29729287	NaN	NaN	NaN
58182.29730481	NaN	NaN	NaN
58182.29731675	NaN	NaN	NaN
58182.29732869	NaN	NaN	NaN
58182.29734064	NaN	NaN	NaN
58182.29735260	NaN	NaN	NaN
58182.29736455	NaN	NaN	NaN
58182.29737649	NaN	NaN	NaN
58182.29738844	NaN	NaN	NaN
58182.29740038	NaN	NaN	NaN
58182.29741234	NaN	NaN	NaN
58182.29742427	NaN	NaN	NaN
58182.29743620	NaN	NaN	NaN
58182.29744814	NaN	NaN	NaN
58182.29746007	NaN	NaN	NaN
58182.29747202	NaN	NaN	NaN
58182.29748404	NaN	NaN	NaN
58182.29749597	NaN	NaN	NaN
58182.29750792	NaN	NaN	NaN
58182.29751985	NaN	NaN	NaN
58182.29753180	NaN	NaN	NaN
58182.29754376	NaN	NaN	NaN
58182.29755569	NaN	NaN	NaN
58182.29756764	NaN	NaN	NaN
58182.29757958	NaN	NaN	NaN
58182.29759152	NaN	NaN	NaN
58182.29760345	NaN	NaN	NaN
58182.29761538	NaN	NaN	NaN
58182.29762733	NaN	NaN	NaN
58182.29763928	NaN	NaN	NaN
58182.29765123	NaN	NaN	NaN
58182.29766317	NaN	NaN	NaN
58182.29767510	NaN	NaN	NaN
58182.29768704	NaN	NaN	NaN
58182.29769899	NaN	NaN	NaN
58182.29771095	NaN	NaN	NaN
58182.29772288	NaN	NaN	NaN
58182.29773483	NaN	NaN	NaN
58182.29774676	NaN	NaN	NaN
58182.29775870	NaN	NaN	NaN
58182.29777071	NaN	NaN	NaN
58182.29778265	NaN	NaN	NaN
58182.29779458	NaN	NaN	NaN
58182.29780652	NaN	NaN	NaN
58182.29781845	NaN	NaN	NaN
58182.29783039	NaN	NaN	NaN
58182.29784234	NaN	NaN	NaN
58182.29785429	NaN	NaN	NaN
58182.29786623	NaN	NaN	NaN
58182.29787817	NaN	NaN	NaN
58182.29789016	NaN	NaN	NaN
58182.29790211	NaN	NaN	NaN
58182.29791417	NaN	NaN	NaN
58182.29792611	NaN	NaN	NaN
58182.29793808	NaN	NaN	NaN
58182.29795001	NaN	NaN	NaN
58182.29796196	NaN	NaN	NaN
58182.29797395	NaN	NaN	NaN
58182.29798588	NaN	NaN	NaN
58182.29799781	NaN	NaN	NaN
58182.29800976	NaN	NaN	NaN
58182.29802169	NaN	NaN	NaN
58182.29803362	NaN	NaN	NaN
58182.29804556	NaN	NaN	NaN
58182.29805750	NaN	NaN	NaN
58182.29806943	NaN	NaN	NaN
58182.29808137	NaN	NaN	NaN
58182.29809330	NaN	NaN	NaN
58182.29810524	NaN	NaN	NaN
58182.29811719	NaN	NaN	NaN
58182.29812912	NaN	NaN	NaN
58182.29814105	NaN	NaN	NaN
58182.29815299	NaN	NaN	NaN
58182.29816493	NaN	NaN	NaN
58182.29817690	NaN	NaN	NaN
58182.29818884	NaN	NaN	NaN
58182.29820080	NaN	NaN	NaN
58182.29821282	NaN	NaN	NaN
58182.29822475	NaN	NaN	NaN
58182.29823669	NaN	NaN	NaN
58182.29824863	NaN	NaN	NaN
58182.29826057	NaN	NaN	NaN
58182.29827251	NaN	NaN	NaN
58182.29828444	NaN	NaN	NaN
58182.29829638	NaN	NaN	NaN
58182.29830831	NaN	NaN	NaN
58182.29832025	NaN	NaN	NaN
58182.29833219	NaN	NaN	NaN
58182.29834412	NaN	NaN	NaN
58182.29835606	NaN	NaN	NaN
58182.29836807	NaN	NaN	NaN
58182.29838000	NaN	NaN	NaN
58182.29839194	NaN	NaN	NaN
58182.29840389	NaN	NaN	NaN
58182.29841584	NaN	NaN	NaN
58182.29842779	NaN	NaN	NaN
58182.29843972	NaN	NaN	NaN
58182.29845165	NaN	NaN	NaN
58182.29846359	NaN	NaN	NaN
58182.29847553	NaN	NaN	NaN
58182.29848747	NaN	NaN	NaN
58182.29849940	NaN	NaN	NaN
58182.29851133	NaN	NaN	NaN
58182.29852328	NaN	NaN	NaN
58182.29853522	NaN	NaN	NaN
58182.29854717	NaN	NaN	NaN
58182.29855909	NaN	NaN	NaN
58182.29857105	NaN	NaN	NaN
58182.29858303	NaN	NaN	NaN
58182.29859496	NaN	NaN	NaN
58182.29860690	NaN	NaN	NaN
58182.29861883	NaN	NaN	NaN
58182.29863087	NaN	NaN	NaN
58182.29864281	NaN	NaN	NaN
58182.29865477	NaN	NaN	NaN
58182.29866671	NaN	NaN	NaN
58182.29867864	NaN	NaN	NaN
58182.29869058	NaN	NaN	NaN
58182.29870252	NaN	NaN	NaN
58182.29871444	NaN	NaN	NaN
58182.29872640	NaN	NaN	NaN
58182.29873833	NaN	NaN	NaN
58182.29875026	NaN	NaN	NaN
58182.29876221	NaN	NaN	NaN
58182.29877414	NaN	NaN	NaN
58182.29878619	NaN	NaN	NaN
58182.29879813	NaN	NaN	NaN
58182.29881005	NaN	NaN	NaN
58182.29882200	NaN	NaN	NaN
58182.29883393	NaN	NaN	NaN
58182.29884588	NaN	NaN	NaN
58182.29885782	NaN	NaN	NaN
58182.29886977	NaN	NaN	NaN
58182.29888170	NaN	NaN	NaN
58182.29889364	NaN	NaN	NaN
58182.29890559	NaN	NaN	NaN
58182.29891753	NaN	NaN	NaN
58182.29892946	NaN	NaN	NaN
58182.29894140	NaN	NaN	NaN
58182.29895333	NaN	NaN	NaN
58182.29896527	NaN	NaN	NaN
58182.29897723	NaN	NaN	NaN
58182.29898916	NaN	NaN	NaN
58182.29900112	NaN	NaN	NaN
58182.29901305	NaN	NaN	NaN
58182.29902499	NaN	NaN	NaN
58182.29903692	NaN	NaN	NaN
58182.29904885	NaN	NaN	NaN
58182.29906080	NaN	NaN	NaN
58182.29907273	NaN	NaN	NaN
58182.29908470	NaN	NaN	NaN
58182.29909663	NaN	NaN	NaN
58182.29910856	NaN	NaN	NaN
58182.29912049	NaN	NaN	NaN
58182.29913243	NaN	NaN	NaN
58182.29914436	NaN	NaN	NaN
58182.29915630	NaN	NaN	NaN
58182.29916825	NaN	NaN	NaN
58182.29918018	NaN	NaN	NaN
58182.29919221	NaN	NaN	NaN
58182.29920414	NaN	NaN	NaN
58182.29921610	NaN	NaN	NaN
58182.29922803	NaN	NaN	NaN
58182.29924004	NaN	NaN	NaN
58182.29925198	NaN	NaN	NaN
58182.29926391	NaN	NaN	NaN
58182.29927587	NaN	NaN	NaN
58182.29928781	NaN	NaN	NaN
58182.29929974	NaN	NaN	NaN
58182.29931169	NaN	NaN	NaN
58182.29932362	NaN	NaN	NaN
58182.29933556	NaN	NaN	NaN
58182.29934751	NaN	NaN	NaN
58182.29935945	NaN	NaN	NaN
58182.29937139	NaN	NaN	NaN
58182.29938333	NaN	NaN	NaN
58182.29939525	NaN	NaN	NaN
58182.29940720	NaN	NaN	NaN
58182.29941914	NaN	NaN	NaN
58182.29943107	NaN	NaN	NaN
58182.29944310	NaN	NaN	NaN
58182.29945504	NaN	NaN	NaN
58182.29946698	NaN	NaN	NaN
58182.29947891	NaN	NaN	NaN
58182.29949084	NaN	NaN	NaN
58182.29950278	NaN	NaN	NaN
58182.29951472	NaN	NaN	NaN
58182.29952668	NaN	NaN	NaN
58182.29953861	NaN	NaN	NaN
58182.29955054	NaN	NaN	NaN
58182.29956250	NaN	NaN	NaN
58182.29957444	NaN	NaN	NaN
58182.29958639	NaN	NaN	NaN
58182.29959833	NaN	NaN	NaN
58182.29961029	NaN	NaN	NaN
58182.29962222	NaN	NaN	NaN
58182.29963415	NaN	NaN	NaN
58182.29964610	NaN	NaN	NaN
58182.29965803	NaN	NaN	NaN
58182.29966996	NaN	NaN	NaN
58182.29968191	NaN	NaN	NaN
58182.29969384	NaN	NaN	NaN
58182.29970578	NaN	NaN	NaN
58182.29971771	NaN	NaN	NaN
58182.29972964	NaN	NaN	NaN
58182.29974159	NaN	NaN	NaN
58182.29975352	NaN	NaN	NaN
58182.29976545	NaN	NaN	NaN
58182.29977738	NaN	NaN	NaN
58182.29978933	NaN	NaN	NaN
58182.29980126	NaN	NaN	NaN
58182.29981320	NaN	NaN	NaN
58182.29982514	NaN	NaN	NaN
58182.29983710	NaN	NaN	NaN
58182.29984903	NaN	NaN	NaN
58182.29986096	NaN	NaN	NaN
58182.29987291	NaN	NaN	NaN
58182.29988486	NaN	NaN	NaN
58182.29989680	NaN	NaN	NaN
58182.29990873	NaN	NaN	NaN
58182.29992066	NaN	NaN	NaN
58182.29993259	NaN	NaN	NaN
58182.29994453	NaN	NaN	NaN
58182.29995647	NaN	NaN	NaN
58182.29996840	NaN	NaN	NaN
58182.29998034	NaN	NaN	NaN
58182.29999228	NaN	NaN	NaN
58182.30000421	NaN	NaN	NaN
58182.30001615	NaN	NaN	NaN
58182.30002808	NaN	NaN	NaN
58182.30004003	NaN	NaN	NaN
58182.30005196	NaN	NaN	NaN
58182.30006389	NaN	NaN	NaN
58182.30007582	NaN	NaN	NaN
58182.30008776	NaN	NaN	NaN
58182.30009971	NaN	NaN	NaN
58182.30011165	NaN	NaN	NaN
58182.30012358	NaN	NaN	NaN
58182.30013552	NaN	NaN	NaN
58182.30014746	NaN	NaN	NaN
58182.30015939	NaN	NaN	NaN
58182.30017132	NaN	NaN	NaN
58182.30018328	NaN	NaN	NaN
58182.30019522	NaN	NaN	NaN
58182.30020718	NaN	NaN	NaN
58182.30021910	NaN	NaN	NaN
58182.30023106	NaN	NaN	NaN
58182.30024299	NaN	NaN	NaN
58182.30025498	NaN	NaN	NaN
58182.30026691	NaN	NaN	NaN
58182.30027886	NaN	NaN	NaN
